CORRESPONDING SHOT,EVENT_ID,MOMENT_NUMBER,MOMENT_DATA
13,341,41,"[3, 1445996464100, 136.0, 24.0, None, [[-1, -1, 85.75843, 26.71422, 4.01998], [1610612737, 200794, 25.93747, 15.94373, 0.0], [1610612737, 201143, 93.60252, 19.41901, 0.0], [1610612737, 200757, 26.37485, 46.63158, 0.0], [1610612737, 203934, 45.79644, 22.69511, 0.0], [1610612737, 203471, 85.01475, 28.25256, 0.0], [1610612765, 2581, 69.49574, 22.43038, 0.0], [1610612765, 202694, 26.87259, 20.8888, 0.0], [1610612765, 203484, 17.94396, 43.53143, 0.0], [1610612765, 203083, 17.42619, 24.10674, 0.0], [1610612765, 1626169, 33.83233, 23.71649, 0.0]]]"
13,341,58,"[3, 1445996464780, 136.0, 24.0, None, [[-1, -1, 79.21516, 31.62922, 3.6591], [1610612737, 200794, 18.90221, 15.99149, 0.0], [1610612737, 201143, 89.34197, 19.94071, 0.0], [1610612737, 200757, 20.05788, 47.61743, 0.0], [1610612737, 203934, 38.97696, 17.08996, 0.0], [1610612737, 203471, 81.9808, 32.80194, 0.0], [1610612765, 2581, 63.62556, 22.28994, 0.0], [1610612765, 202694, 22.95843, 20.35784, 0.0], [1610612765, 203484, 13.62741, 44.18952, 0.0], [1610612765, 203083, 16.28165, 24.54394, 0.0], [1610612765, 1626169, 29.41752, 18.44665, 0.0]]]"
13,341,82,"[3, 1445996465740, 136.0, 24.0, None, [[-1, -1, 73.14942, 35.68105, 2.9606500000000002], [1610612737, 200794, 12.37711, 16.97023, 0.0], [1610612737, 201143, 79.25353, 20.78329, 0.0], [1610612737, 200757, 13.28787, 48.02074, 0.0], [1610612737, 203934, 32.50005, 10.94163, 0.0], [1610612737, 203471, 75.37504, 38.06587, 0.0], [1610612765, 2581, 53.15394, 24.9635, 0.0], [1610612765, 202694, 17.18114, 19.8745, 0.0], [1610612765, 203484, 9.28114, 44.98081, 0.0], [1610612765, 203083, 17.87358, 25.355620000000002, 0.0], [1610612765, 1626169, 22.70319, 12.71269, 0.0]]]"
13,341,92,"[3, 1445996466141, 136.0, 24.0, None, [[-1, -1, 71.09491, 37.7981, 0.6831], [1610612737, 200794, 10.54603, 17.97145, 0.0], [1610612737, 201143, 74.35182, 21.40188, 0.0], [1610612737, 200757, 11.07405, 47.51447, 0.0], [1610612737, 203934, 31.63042, 8.795020000000001, 0.0], [1610612737, 203471, 72.28035, 39.39841, 0.0], [1610612765, 2581, 49.11278, 26.56287, 0.0], [1610612765, 202694, 14.86547, 19.78113, 0.0], [1610612765, 203484, 7.96181, 45.40923, 0.0], [1610612765, 203083, 18.87192, 26.17108, 0.0], [1610612765, 1626169, 20.3998, 11.24494, 0.0]]]"
13,341,193,"[3, 1445996470180, 133.29, 21.22, None, [[-1, -1, 31.82043, 22.07058, 5.17518], [1610612737, 200794, 6.59878, 17.6601, 0.0], [1610612737, 201143, 31.4485, 23.86208, 0.0], [1610612737, 200757, 5.47679, 47.42045, 0.0], [1610612737, 203934, 32.91471, 7.09218, 0.0], [1610612737, 203471, 22.04783, 38.08588, 0.0], [1610612765, 2581, 19.77037, 35.04364, 0.0], [1610612765, 202694, 9.26157, 21.87927, 0.0], [1610612765, 203484, 5.48587, 45.16658, 0.0], [1610612765, 203083, 21.67222, 25.40902, 0.0], [1610612765, 1626169, 24.11333, 11.65501, 0.0]]]"
13,341,234,"[3, 1445996471820, 131.64, 19.59, None, [[-1, -1, 29.98886, 6.6273, 4.5180299999999995], [1610612737, 200794, 13.89858, 15.43107, 0.0], [1610612737, 201143, 25.18949, 29.75855, 0.0], [1610612737, 200757, 16.96769, 37.18537, 0.0], [1610612737, 203934, 30.94563, 7.06883, 0.0], [1610612737, 203471, 13.336, 42.42757, 0.0], [1610612765, 2581, 14.95436, 33.49497, 0.0], [1610612765, 202694, 12.08345, 16.50202, 0.0], [1610612765, 203484, 12.15602, 36.40136, 0.0], [1610612765, 203083, 17.91175, 25.10321, 0.0], [1610612765, 1626169, 24.17376, 10.60303, 0.0]]]"
13,341,242,"[3, 1445996472139, 131.32, 19.27, None, [[-1, -1, 29.884, 6.76893, 4.5325500000000005], [1610612737, 200794, 14.66248, 15.85037, 0.0], [1610612737, 201143, 24.31096, 30.44843, 0.0], [1610612737, 200757, 16.54341, 32.87449, 0.0], [1610612737, 203934, 30.94966, 7.1454, 0.0], [1610612737, 203471, 13.75116, 43.94423, 0.0], [1610612765, 2581, 14.93062, 34.13752, 0.0], [1610612765, 202694, 13.06777, 16.25289, 0.0], [1610612765, 203484, 12.20703, 33.51695, 0.0], [1610612765, 203083, 17.08038, 24.25031, 0.0], [1610612765, 1626169, 24.09368, 10.57583, 0.0]]]"
13,341,271,"[3, 1445996473299, 130.16, 18.12, None, [[-1, -1, 31.81524, 9.21342, 3.85408], [1610612737, 200794, 17.55005, 17.03961, 0.0], [1610612737, 201143, 23.54808, 33.09255, 0.0], [1610612737, 200757, 7.6037, 19.97058, 0.0], [1610612737, 203934, 31.63724, 7.87361, 0.0], [1610612737, 203471, 24.91686, 38.6088, 0.0], [1610612765, 2581, 18.85066, 35.79281, 0.0], [1610612765, 202694, 15.66635, 16.78044, 0.0], [1610612765, 203484, 9.28644, 22.70618, 0.0], [1610612765, 203083, 16.20929, 27.78565, 0.0], [1610612765, 1626169, 24.07896, 11.62449, 0.0]]]"
13,341,299,"[3, 1445996474419, 129.04, 17.0, None, [[-1, -1, 31.10485, 32.65038, 2.5170500000000002], [1610612737, 200794, 20.38749, 16.95337, 0.0], [1610612737, 201143, 22.90435, 31.19951, 0.0], [1610612737, 200757, 5.6771, 7.33229, 0.0], [1610612737, 203934, 24.84713, 8.2377, 0.0], [1610612737, 203471, 30.2271, 33.90829, 0.0], [1610612765, 2581, 25.02064, 29.9667, 0.0], [1610612765, 202694, 17.04336, 18.03083, 0.0], [1610612765, 203484, 7.81803, 14.87455, 0.0], [1610612765, 203083, 17.20589, 30.10594, 0.0], [1610612765, 1626169, 20.89613, 12.15175, 0.0]]]"
13,341,316,"[3, 1445996475099, 128.36, 16.32, None, [[-1, -1, 23.44278, 37.89784, 2.74313], [1610612737, 200794, 22.65382, 17.99714, 0.0], [1610612737, 201143, 25.70175, 30.59815, 0.0], [1610612737, 200757, 6.01899, 3.57005, 0.0], [1610612737, 203934, 17.79492, 9.84502, 0.0], [1610612737, 203471, 24.1446, 36.1929, 0.0], [1610612765, 2581, 26.05135, 32.98955, 0.0], [1610612765, 202694, 17.54725, 19.66539, 0.0], [1610612765, 203484, 8.98207, 12.29633, 0.0], [1610612765, 203083, 15.78164, 31.82241, 0.0], [1610612765, 1626169, 16.17097, 11.43323, 0.0]]]"
13,341,326,"[3, 1445996475499, 127.96, 15.92, None, [[-1, -1, 18.47988, 38.60986, 1.7918500000000002], [1610612737, 200794, 23.56812, 17.81539, 0.0], [1610612737, 201143, 27.76508, 29.47599, 0.0], [1610612737, 200757, 5.68149, 3.02284, 0.0], [1610612737, 203934, 15.35996, 10.80176, 0.0], [1610612737, 203471, 19.6211, 37.20576, 0.0], [1610612765, 2581, 23.38812, 35.1558, 0.0], [1610612765, 202694, 17.71058, 20.9851, 0.0], [1610612765, 203484, 9.19279, 12.10073, 0.0], [1610612765, 203083, 14.0867, 32.15052, 0.0], [1610612765, 1626169, 13.022, 12.85597, 0.0]]]"
13,341,332,"[3, 1445996475740, 127.72, 15.68, None, [[-1, -1, 16.5121, 38.24864, 2.21375], [1610612737, 200794, 23.03715, 17.92442, 0.0], [1610612737, 201143, 28.79934, 29.0784, 0.0], [1610612737, 200757, 5.63493, 2.88676, 0.0], [1610612737, 203934, 14.42097, 11.2031, 0.0], [1610612737, 203471, 18.29494, 37.85794, 0.0], [1610612765, 2581, 20.93649, 35.7132, 0.0], [1610612765, 202694, 17.60713, 21.5845, 0.0], [1610612765, 203484, 8.93346, 12.46667, 0.0], [1610612765, 203083, 13.82528, 32.00425, 0.0], [1610612765, 1626169, 11.41951, 13.92418, 0.0]]]"
13,341,334,"[3, 1445996475819, 127.64, 15.61, None, [[-1, -1, 16.62895, 38.71253, 2.26846], [1610612737, 200794, 22.64052, 18.0016, 0.0], [1610612737, 201143, 29.08146, 29.00678, 0.0], [1610612737, 200757, 5.63434, 2.85981, 0.0], [1610612737, 203934, 14.10396, 11.33059, 0.0], [1610612737, 203471, 18.22864, 38.12111, 0.0], [1610612765, 2581, 20.05048, 35.80311, 0.0], [1610612765, 202694, 17.55958, 21.71809, 0.0], [1610612765, 203484, 8.83344, 12.62215, 0.0], [1610612765, 203083, 13.98242, 31.86525, 0.0], [1610612765, 1626169, 10.99831, 14.23674, 0.0]]]"
13,341,368,"[3, 1445996477179, 126.28, 14.25, None, [[-1, -1, 29.00325, 28.24187, 3.0762], [1610612737, 200794, 11.92739, 24.56983, 0.0], [1610612737, 201143, 29.70947, 28.06595, 0.0], [1610612737, 200757, 10.8939, 3.19605, 0.0], [1610612737, 203934, 10.97636, 10.41295, 0.0], [1610612737, 203471, 23.32564, 42.37012, 0.0], [1610612765, 2581, 17.63125, 36.5306, 0.0], [1610612765, 202694, 13.75882, 23.7565, 0.0], [1610612765, 203484, 10.05567, 9.57626, 0.0], [1610612765, 203083, 24.39815, 27.70618, 0.0], [1610612765, 1626169, 8.39829, 14.88079, 0.0]]]"
13,341,383,"[3, 1445996477779, 125.68, 13.65, None, [[-1, -1, 26.1734, 41.32854, 4.64132], [1610612737, 200794, 10.02276, 29.21675, 0.0], [1610612737, 201143, 28.37528, 30.43305, 0.0], [1610612737, 200757, 18.03902, 5.16708, 0.0], [1610612737, 203934, 9.61385, 8.0606, 0.0], [1610612737, 203471, 26.45721, 42.13595, 0.0], [1610612765, 2581, 21.1014, 38.04654, 0.0], [1610612765, 202694, 11.76265, 27.35534, 0.0], [1610612765, 203484, 13.57525, 7.69542, 0.0], [1610612765, 203083, 24.5886, 28.91442, 0.0], [1610612765, 1626169, 8.42151, 15.32771, 0.0]]]"
13,341,390,"[3, 1445996478059, 125.4, 13.38, None, [[-1, -1, 27.41124, 40.97743, 2.68515], [1610612737, 200794, 9.62699, 31.50558, 0.0], [1610612737, 201143, 26.84478, 31.53744, 0.0], [1610612737, 200757, 20.90889, 6.6542200000000005, 0.0], [1610612737, 203934, 8.81345, 6.32663, 0.0], [1610612737, 203471, 26.60739, 41.25906, 0.0], [1610612765, 2581, 23.56066, 38.14543, 0.0], [1610612765, 202694, 11.30958, 29.56298, 0.0], [1610612765, 203484, 16.11796, 8.30757, 0.0], [1610612765, 203083, 23.8006, 29.38415, 0.0], [1610612765, 1626169, 8.16746, 15.82101, 0.0]]]"
13,341,465,"[3, 1445996481059, 122.39, 10.39, None, [[-1, -1, 2.70358, 44.71059, 1.1597], [1610612737, 200794, 4.26271, 47.34145, 0.0], [1610612737, 201143, 8.01129, 21.90329, 0.0], [1610612737, 200757, 28.19286, 12.55306, 0.0], [1610612737, 203934, 7.6209, 3.50577, 0.0], [1610612737, 203471, -2.31387, 18.75565, 0.0], [1610612765, 2581, 6.18373, 25.6995, 0.0], [1610612765, 202694, 5.46887, 42.86252, 0.0], [1610612765, 203484, 18.14946, 21.50691, 0.0], [1610612765, 203083, 6.75593, 22.8968, 0.0], [1610612765, 1626169, 5.82589, 18.91161, 0.0]]]"
13,341,474,"[3, 1445996481418, 122.03, 10.03, None, [[-1, -1, 2.03309, 43.91272, 0.56183], [1610612737, 200794, 3.97979, 45.26335, 0.0], [1610612737, 201143, 7.92936, 21.53181, 0.0], [1610612737, 200757, 29.20437, 13.71806, 0.0], [1610612737, 203934, 9.58542, 4.38589, 0.0], [1610612737, 203471, -0.55649, 18.03599, 0.0], [1610612765, 2581, 5.00515, 26.40771, 0.0], [1610612765, 202694, 5.0689, 42.89086, 0.0], [1610612765, 203484, 17.75016, 23.29985, 0.0], [1610612765, 203083, 6.67907, 23.05662, 0.0], [1610612765, 1626169, 5.59995, 18.20596, 0.0]]]"
13,341,555,"[3, 1445996484659, 118.79, 6.8, None, [[-1, -1, 5.03327, 4.61284, 8.84375], [1610612737, 200794, 1.3494000000000002, 29.61367, 0.0], [1610612737, 201143, 6.66552, 13.86721, 0.0], [1610612737, 200757, 28.58043, 37.6688, 0.0], [1610612737, 203934, 28.73112, 9.01653, 0.0], [1610612737, 203471, 5.03986, 3.02467, 0.0], [1610612765, 2581, 4.3674, 11.45095, 0.0], [1610612765, 202694, 3.67638, 28.74855, 0.0], [1610612765, 203484, 24.06944, 20.81978, 0.0], [1610612765, 203083, 5.85874, 16.12727, 0.0], [1610612765, 1626169, 9.78592, 5.82947, 0.0]]]"
13,341,566,"[3, 1445996485100, 118.34, 6.36, None, [[-1, -1, 5.34914, 12.09198, 15.02928], [1610612737, 200794, 2.05894, 29.19093, 0.0], [1610612737, 201143, 7.67267, 14.20927, 0.0], [1610612737, 200757, 25.97342, 37.69812, 0.0], [1610612737, 203934, 28.68193, 8.87281, 0.0], [1610612737, 203471, 5.0832, 3.3228400000000002, 0.0], [1610612765, 2581, 7.11439, 9.38142, 0.0], [1610612765, 202694, 4.1184, 28.74844, 0.0], [1610612765, 203484, 23.85115, 18.93988, 0.0], [1610612765, 203083, 6.30464, 16.52498, 0.0], [1610612765, 1626169, 8.75234, 3.12122, 0.0]]]"
13,341,597,"[3, 1445996486339, 117.1, 24.0, None, [[-1, -1, 4.52836, 27.60434, 5.71881], [1610612737, 200794, 7.88663, 28.25065, 0.0], [1610612737, 201143, 12.0697, 15.17919, 0.0], [1610612737, 200757, 16.51406, 31.16998, 0.0], [1610612737, 203934, 33.60841, 10.14501, 0.0], [1610612737, 203471, 5.90986, 5.90933, 0.0], [1610612765, 2581, 15.48173, 16.33381, 0.0], [1610612765, 202694, 5.54641, 25.19474, 0.0], [1610612765, 203484, 21.75265, 22.23207, 0.0], [1610612765, 203083, 8.21583, 21.81096, 0.0], [1610612765, 1626169, 13.97035, 3.93034, 0.0]]]"
13,341,619,"[3, 1445996487219, 116.22, 23.97, None, [[-1, -1, 0.20304000000000003, 24.43908, 3.44752], [1610612737, 200794, 16.35656, 29.38229, 0.0], [1610612737, 201143, 19.13021, 17.50766, 0.0], [1610612737, 200757, 21.0322, 27.90534, 0.0], [1610612737, 203934, 39.7682, 11.83697, 0.0], [1610612737, 203471, 13.385580000000001, 11.97421, 0.0], [1610612765, 2581, 16.59913, 22.45363, 0.0], [1610612765, 202694, 1.6002399999999999, 23.33994, 0.0], [1610612765, 203484, 24.91694, 28.61361, 0.0], [1610612765, 203083, 11.51423, 24.95406, 0.0], [1610612765, 1626169, 22.13258, 7.42964, 0.0]]]"
13,341,624,"[3, 1445996487419, 116.02, 23.78, None, [[-1, -1, -0.37520000000000003, 22.81329, 3.9085], [1610612737, 200794, 18.75146, 29.47658, 0.0], [1610612737, 201143, 21.37726, 17.93543, 0.0], [1610612737, 200757, 23.41252, 27.87, 0.0], [1610612737, 203934, 41.4228, 12.3413, 0.0], [1610612737, 203471, 15.91599, 13.58472, 0.0], [1610612765, 2581, 16.03849, 23.1254, 0.0], [1610612765, 202694, 0.7475600000000001, 22.92372, 0.0], [1610612765, 203484, 26.50487, 30.10088, 0.0], [1610612765, 203083, 12.89022, 25.48786, 0.0], [1610612765, 1626169, 24.42346, 8.41122, 0.0]]]"
13,341,668,"[3, 1445996489179, 114.26, 22.15, None, [[-1, -1, 14.82659, 27.67474, 3.90777], [1610612737, 200794, 41.86043, 26.95511, 0.0], [1610612737, 201143, 45.21593, 21.41137, 0.0], [1610612737, 200757, 49.37861, 32.31481, 0.0], [1610612737, 203934, 56.65942, 13.30559, 0.0], [1610612737, 203471, 39.25494, 26.52798, 0.0], [1610612765, 2581, 14.05708, 27.49997, 0.0], [1610612765, 202694, 5.1757, 22.15507, 0.0], [1610612765, 203484, 45.91608, 33.04996, 0.0], [1610612765, 203083, 32.25785, 26.03792, 0.0], [1610612765, 1626169, 47.67641, 11.62955, 0.0]]]"
13,341,697,"[3, 1445996490339, 113.1, 21.07, None, [[-1, -1, 20.58762, 27.99463, 3.59169], [1610612737, 200794, 52.99675, 24.80246, 0.0], [1610612737, 201143, 59.9352, 23.35387, 0.0], [1610612737, 200757, 61.87638, 28.95052, 0.0], [1610612737, 203934, 66.25464, 11.49159, 0.0], [1610612737, 203471, 50.2283, 29.93692, 0.0], [1610612765, 2581, 19.45975, 27.28246, 0.0], [1610612765, 202694, 15.81541, 21.65324, 0.0], [1610612765, 203484, 56.63841, 31.12896, 0.0], [1610612765, 203083, 44.97459, 24.80773, 0.0], [1610612765, 1626169, 61.06886, 9.86608, 0.0]]]"
13,341,711,"[3, 1445996490899, 112.54, 20.55, None, [[-1, -1, 23.6939, 27.99618, 3.4711600000000002], [1610612737, 200794, 56.7494, 24.22038, 0.0], [1610612737, 201143, 65.10708, 24.35354, 0.0], [1610612737, 200757, 66.08406, 29.37908, 0.0], [1610612737, 203934, 70.60876, 11.39764, 0.0], [1610612737, 203471, 53.70215, 29.0516, 0.0], [1610612765, 2581, 23.18208, 26.95018, 0.0], [1610612765, 202694, 22.23778, 21.33442, 0.0], [1610612765, 203484, 61.51619, 31.1948, 0.0], [1610612765, 203083, 50.28806, 24.19888, 0.0], [1610612765, 1626169, 66.85401, 10.85184, 0.0]]]"
13,341,720,"[3, 1445996491259, 112.18, 20.22, None, [[-1, -1, 27.49785, 27.4511, 2.56317], [1610612737, 200794, 58.33672, 23.48412, 0.0], [1610612737, 201143, 67.78419, 24.69036, 0.0], [1610612737, 200757, 68.31769, 29.66346, 0.0], [1610612737, 203934, 73.21123, 12.26888, 0.0], [1610612737, 203471, 55.67278, 28.50299, 0.0], [1610612765, 2581, 26.09528, 26.76857, 0.0], [1610612765, 202694, 26.63741, 20.96531, 0.0], [1610612765, 203484, 64.62801, 30.73163, 0.0], [1610612765, 203083, 53.30166, 23.86381, 0.0], [1610612765, 1626169, 70.07263, 12.51667, 0.0]]]"
14,355,51,"[3, 1445996592055, 25.49, 22.43, None, [[-1, -1, 45.13765, 42.49778, 4.43253], [1610612737, 200794, 40.47259, 15.68775, 0.0], [1610612737, 201143, 58.93747, 23.66392, 0.0], [1610612737, 200757, 27.12144, 47.71972, 0.0], [1610612737, 203934, 37.29249, 4.09023, 0.0], [1610612737, 203471, 45.9336, 41.91898, 0.0], [1610612765, 2581, 28.05438, 32.66806, 0.0], [1610612765, 202694, 24.08269, 17.67004, 0.0], [1610612765, 203484, 24.14385, 43.1704, 0.0], [1610612765, 203083, 27.18304, 25.86772, 0.0], [1610612765, 1626169, 28.18511, 9.17386, 0.0]]]"
14,355,73,"[3, 1445996592935, 24.62, 21.53, None, [[-1, -1, 36.50315, 42.41929, 4.4705200000000005], [1610612737, 200794, 30.17203, 15.18564, 0.0], [1610612737, 201143, 46.85711, 24.190080000000002, 0.0], [1610612737, 200757, 16.90443, 47.44549, 0.0], [1610612737, 203934, 34.62766, 4.45244, 0.0], [1610612737, 203471, 37.59829, 41.69128, 0.0], [1610612765, 2581, 26.22036, 35.17504, 0.0], [1610612765, 202694, 19.83885, 18.86594, 0.0], [1610612765, 203484, 15.1767, 44.28552, 0.0], [1610612765, 203083, 28.51348, 28.04837, 0.0], [1610612765, 1626169, 24.10464, 9.512550000000001, 0.0]]]"
14,355,76,"[3, 1445996593055, 24.5, 21.4, None, [[-1, -1, 35.67376, 41.48662, 3.5427], [1610612737, 200794, 28.90202, 15.10017, 0.0], [1610612737, 201143, 45.27443, 24.27133, 0.0], [1610612737, 200757, 15.98754, 47.62696, 0.0], [1610612737, 203934, 34.4082, 4.63896, 0.0], [1610612737, 203471, 36.81709, 41.34669, 0.0], [1610612765, 2581, 26.16056, 35.36654, 0.0], [1610612765, 202694, 19.28709, 18.97286, 0.0], [1610612765, 203484, 14.22839, 44.09229, 0.0], [1610612765, 203083, 28.61581, 28.10541, 0.0], [1610612765, 1626169, 23.75459, 9.59162, 0.0]]]"
14,355,90,"[3, 1445996593615, 23.95, 20.82, None, [[-1, -1, 36.97832, 27.97648, 5.6561900000000005], [1610612737, 200794, 23.29999, 14.88525, 0.0], [1610612737, 201143, 38.52649, 24.15488, 0.0], [1610612737, 200757, 11.96346, 47.74197, 0.0], [1610612737, 203934, 33.77314, 5.5001, 0.0], [1610612737, 203471, 33.86839, 39.96715, 0.0], [1610612765, 2581, 25.1998, 35.57223, 0.0], [1610612765, 202694, 17.00628, 19.75244, 0.0], [1610612765, 203484, 10.59989, 43.0782, 0.0], [1610612765, 203083, 28.45691, 27.9018, 0.0], [1610612765, 1626169, 23.14307, 10.02497, 0.0]]]"
14,355,107,"[3, 1445996594295, 23.28, 20.12, None, [[-1, -1, 30.370260000000002, 20.51221, 3.24919], [1610612737, 200794, 17.60186, 14.65614, 0.0], [1610612737, 201143, 30.72737, 22.2112, 0.0], [1610612737, 200757, 9.76993, 47.85982, 0.0], [1610612737, 203934, 34.36025, 6.73296, 0.0], [1610612737, 203471, 30.45511, 38.72742, 0.0], [1610612765, 2581, 24.11978, 34.35286, 0.0], [1610612765, 202694, 14.4295, 19.60942, 0.0], [1610612765, 203484, 7.85577, 41.62949, 0.0], [1610612765, 203083, 24.89512, 24.58709, 0.0], [1610612765, 1626169, 23.42882, 12.23124, 0.0]]]"
14,355,113,"[3, 1445996594535, 23.04, 19.88, None, [[-1, -1, 28.56637, 20.78277, 3.44907], [1610612737, 200794, 15.74522, 14.46178, 0.0], [1610612737, 201143, 28.19356, 21.7678, 0.0], [1610612737, 200757, 10.06839, 48.1146, 0.0], [1610612737, 203934, 34.31547, 6.93455, 0.0], [1610612737, 203471, 29.45937, 38.21731, 0.0], [1610612765, 2581, 23.4765, 33.78636, 0.0], [1610612765, 202694, 13.42879, 19.62278, 0.0], [1610612765, 203484, 7.40858, 40.98946, 0.0], [1610612765, 203083, 23.32556, 23.68701, 0.0], [1610612765, 1626169, 23.20185, 13.09391, 0.0]]]"
14,355,190,"[3, 1445996597615, 20.01, 16.7, None, [[-1, -1, 35.66179, 22.77191, 4.2329], [1610612737, 200794, 5.6377500000000005, 4.36996, 0.0], [1610612737, 201143, 26.31678, 29.46088, 0.0], [1610612737, 200757, 7.6674500000000005, 47.47443, 0.0], [1610612737, 203934, 32.53602, 6.88658, 0.0], [1610612737, 203471, 35.24716, 23.42657, 0.0], [1610612765, 2581, 29.80863, 24.91114, 0.0], [1610612765, 202694, 7.2441, 12.1644, 0.0], [1610612765, 203484, 8.71921, 38.60133, 0.0], [1610612765, 203083, 17.77142, 26.79587, 0.0], [1610612765, 1626169, 24.00894, 11.58223, 0.0]]]"
14,355,196,"[3, 1445996597855, 19.78, 16.45, None, [[-1, -1, 35.55824, 22.38365, 4.51436], [1610612737, 200794, 5.7898700000000005, 4.33603, 0.0], [1610612737, 201143, 26.66912, 29.38264, 0.0], [1610612737, 200757, 7.23456, 47.51567, 0.0], [1610612737, 203934, 31.65435, 6.39412, 0.0], [1610612737, 203471, 35.37051, 23.09165, 0.0], [1610612765, 2581, 30.16906, 23.76513, 0.0], [1610612765, 202694, 7.05989, 12.22845, 0.0], [1610612765, 203484, 8.6552, 38.78577, 0.0], [1610612765, 203083, 18.20929, 27.4702, 0.0], [1610612765, 1626169, 23.31485, 11.34771, 0.0]]]"
14,355,215,"[3, 1445996598615, 19.03, 15.67, None, [[-1, -1, 34.66823, 26.62587, 3.5659], [1610612737, 200794, 7.10814, 5.53023, 0.0], [1610612737, 201143, 28.05222, 28.78759, 0.0], [1610612737, 200757, 6.82596, 47.69596, 0.0], [1610612737, 203934, 28.37646, 4.7772, 0.0], [1610612737, 203471, 34.40053, 25.23423, 0.0], [1610612765, 2581, 32.77434, 24.10697, 0.0], [1610612765, 202694, 7.00373, 12.71639, 0.0], [1610612765, 203484, 8.30044, 38.55335, 0.0], [1610612765, 203083, 19.88598, 28.14796, 0.0], [1610612765, 1626169, 20.73364, 11.12614, 0.0]]]"
14,355,219,"[3, 1445996598775, 18.87, 15.5, None, [[-1, -1, 33.17124, 28.37275, 3.02714], [1610612737, 200794, 7.73691, 5.86216, 0.0], [1610612737, 201143, 28.43209, 28.77814, 0.0], [1610612737, 200757, 6.76218, 47.75968, 0.0], [1610612737, 203934, 27.65903, 4.54227, 0.0], [1610612737, 203471, 33.88041, 26.45345, 0.0], [1610612765, 2581, 32.88401, 25.09813, 0.0], [1610612765, 202694, 7.00509, 12.89444, 0.0], [1610612765, 203484, 8.17876, 38.67865, 0.0], [1610612765, 203083, 20.09446, 28.36533, 0.0], [1610612765, 1626169, 20.27812, 11.66128, 0.0]]]"
14,355,248,"[3, 1445996599935, 17.73, 14.31, None, [[-1, -1, 22.94734, 34.13148, 1.9279000000000002], [1610612737, 200794, 11.55365, 7.39555, 0.0], [1610612737, 201143, 25.24201, 28.04726, 0.0], [1610612737, 200757, 6.69695, 47.81205, 0.0], [1610612737, 203934, 21.23781, 3.99604, 0.0], [1610612737, 203471, 24.21793, 32.67406, 0.0], [1610612765, 2581, 26.09722, 31.18159, 0.0], [1610612765, 202694, 8.116, 15.95408, 0.0], [1610612765, 203484, 7.69351, 40.40989, 0.0], [1610612765, 203083, 17.51112, 29.43092, 0.0], [1610612765, 1626169, 18.09667, 16.52962, 0.0]]]"
